episode,metric,N,K,Q,top1,top3,ts
0,cosine,5,5,10,0.3999999761581421,0.7999999523162842,1762981323
0,euclidean,5,5,10,0.19999998807907104,0.3999999761581421,1762981323
1,cosine,5,5,10,0.19999998807907104,0.19999998807907104,1762981324
1,euclidean,5,5,10,0.19999998807907104,0.3999999761581421,1762981324
2,cosine,5,5,10,0.3999999761581421,0.3999999761581421,1762981324
2,euclidean,5,5,10,0.3999999761581421,1.0,1762981324
3,cosine,5,5,10,0.19999998807907104,0.7999999523162842,1762981324
3,euclidean,5,5,10,0.0,0.19999998807907104,1762981325
4,cosine,5,5,10,0.0,0.19999998807907104,1762981325
4,euclidean,5,5,10,0.3999999761581421,0.7999999523162842,1762981325
5,cosine,5,5,10,0.19999998807907104,0.3999999761581421,1762981325
5,euclidean,5,5,10,0.3999999761581421,0.5999999642372131,1762981325
6,cosine,5,5,10,0.19999998807907104,0.19999998807907104,1762981325
6,euclidean,5,5,10,0.19999998807907104,1.0,1762981325
7,cosine,5,5,10,0.19999998807907104,0.7999999523162842,1762981325
7,euclidean,5,5,10,0.19999998807907104,0.3999999761581421,1762981325
8,cosine,5,5,10,0.3999999761581421,0.3999999761581421,1762981325
8,euclidean,5,5,10,0.3999999761581421,0.5999999642372131,1762981325
9,cosine,5,5,10,0.3999999761581421,0.7999999523162842,1762981325
9,euclidean,5,5,10,0.3999999761581421,0.3999999761581421,1762981325
10,cosine,5,5,10,0.19999998807907104,0.3999999761581421,1762981325
10,euclidean,5,5,10,0.3999999761581421,0.3999999761581421,1762981325
11,cosine,5,5,10,0.3999999761581421,0.3999999761581421,1762981325
11,euclidean,5,5,10,0.19999998807907104,0.5999999642372131,1762981325
12,cosine,5,5,10,0.19999998807907104,0.5999999642372131,1762981325
12,euclidean,5,5,10,0.19999998807907104,0.19999998807907104,1762981325
13,cosine,5,5,10,0.19999998807907104,0.5999999642372131,1762981325
13,euclidean,5,5,10,0.3999999761581421,0.3999999761581421,1762981325
14,cosine,5,5,10,0.19999998807907104,0.19999998807907104,1762981325
14,euclidean,5,5,10,0.19999998807907104,0.7999999523162842,1762981325
15,cosine,5,5,10,0.3999999761581421,0.5999999642372131,1762981325
15,euclidean,5,5,10,0.19999998807907104,0.19999998807907104,1762981325
16,cosine,5,5,10,0.19999998807907104,0.19999998807907104,1762981326
16,euclidean,5,5,10,0.19999998807907104,0.5999999642372131,1762981326
17,cosine,5,5,10,0.0,0.0,1762981326
17,euclidean,5,5,10,0.3999999761581421,0.3999999761581421,1762981326
18,cosine,5,5,10,0.0,0.5999999642372131,1762981326
18,euclidean,5,5,10,0.0,0.5999999642372131,1762981326
19,cosine,5,5,10,0.3999999761581421,0.5999999642372131,1762981326
19,euclidean,5,5,10,0.19999998807907104,0.19999998807907104,1762981326
20,cosine,5,5,10,0.3999999761581421,0.5999999642372131,1762981326
20,euclidean,5,5,10,0.19999998807907104,0.3999999761581421,1762981326
21,cosine,5,5,10,0.19999998807907104,0.19999998807907104,1762981326
21,euclidean,5,5,10,0.3999999761581421,0.7999999523162842,1762981326
22,cosine,5,5,10,0.19999998807907104,0.3999999761581421,1762981326
22,euclidean,5,5,10,0.19999998807907104,0.5999999642372131,1762981326
23,cosine,5,5,10,0.3999999761581421,0.7999999523162842,1762981326
23,euclidean,5,5,10,0.19999998807907104,0.5999999642372131,1762981326
24,cosine,5,5,10,0.19999998807907104,0.5999999642372131,1762981326
24,euclidean,5,5,10,0.0,0.7999999523162842,1762981326
25,cosine,5,5,10,0.3999999761581421,0.5999999642372131,1762981326
25,euclidean,5,5,10,0.19999998807907104,0.19999998807907104,1762981326
26,cosine,5,5,10,0.19999998807907104,0.7999999523162842,1762981326
26,euclidean,5,5,10,0.19999998807907104,0.19999998807907104,1762981326
27,cosine,5,5,10,0.19999998807907104,0.5999999642372131,1762981326
27,euclidean,5,5,10,0.0,0.19999998807907104,1762981326
28,cosine,5,5,10,0.19999998807907104,0.3999999761581421,1762981326
28,euclidean,5,5,10,0.3999999761581421,0.7999999523162842,1762981326
29,cosine,5,5,10,0.19999998807907104,0.19999998807907104,1762981326
29,euclidean,5,5,10,0.19999998807907104,0.5999999642372131,1762981326
30,cosine,5,5,10,0.19999998807907104,0.19999998807907104,1762981326
30,euclidean,5,5,10,0.19999998807907104,0.7999999523162842,1762981326
31,cosine,5,5,10,0.19999998807907104,0.5999999642372131,1762981326
31,euclidean,5,5,10,0.0,0.3999999761581421,1762981327
32,cosine,5,5,10,0.0,0.3999999761581421,1762981327
32,euclidean,5,5,10,0.0,0.0,1762981327
33,cosine,5,5,10,0.3999999761581421,0.7999999523162842,1762981327
33,euclidean,5,5,10,0.19999998807907104,0.5999999642372131,1762981327
34,cosine,5,5,10,0.0,0.5999999642372131,1762981327
34,euclidean,5,5,10,0.3999999761581421,0.5999999642372131,1762981327
35,cosine,5,5,10,0.19999998807907104,0.3999999761581421,1762981327
35,euclidean,5,5,10,0.19999998807907104,0.3999999761581421,1762981327
36,cosine,5,5,10,0.19999998807907104,0.3999999761581421,1762981327
36,euclidean,5,5,10,0.19999998807907104,0.5999999642372131,1762981327
37,cosine,5,5,10,0.3999999761581421,0.7999999523162842,1762981327
37,euclidean,5,5,10,0.3999999761581421,0.7999999523162842,1762981327
38,cosine,5,5,10,0.3999999761581421,0.3999999761581421,1762981327
38,euclidean,5,5,10,0.19999998807907104,0.5999999642372131,1762981327
39,cosine,5,5,10,0.19999998807907104,0.19999998807907104,1762981327
39,euclidean,5,5,10,0.19999998807907104,0.5999999642372131,1762981327
40,cosine,5,5,10,0.3999999761581421,0.7999999523162842,1762981327
40,euclidean,5,5,10,0.19999998807907104,0.19999998807907104,1762981327
41,cosine,5,5,10,0.0,0.7999999523162842,1762981327
41,euclidean,5,5,10,0.19999998807907104,0.5999999642372131,1762981327
42,cosine,5,5,10,0.3999999761581421,0.5999999642372131,1762981327
42,euclidean,5,5,10,0.19999998807907104,0.3999999761581421,1762981327
43,cosine,5,5,10,0.19999998807907104,0.5999999642372131,1762981327
43,euclidean,5,5,10,0.3999999761581421,0.5999999642372131,1762981328
44,cosine,5,5,10,0.19999998807907104,0.19999998807907104,1762981328
44,euclidean,5,5,10,0.19999998807907104,0.7999999523162842,1762981328
45,cosine,5,5,10,0.3999999761581421,0.7999999523162842,1762981328
45,euclidean,5,5,10,0.3999999761581421,0.5999999642372131,1762981328
46,cosine,5,5,10,0.19999998807907104,0.3999999761581421,1762981328
46,euclidean,5,5,10,0.3999999761581421,1.0,1762981328
47,cosine,5,5,10,0.3999999761581421,0.5999999642372131,1762981328
47,euclidean,5,5,10,0.19999998807907104,0.19999998807907104,1762981328
48,cosine,5,5,10,0.19999998807907104,0.19999998807907104,1762981328
48,euclidean,5,5,10,0.3999999761581421,0.7999999523162842,1762981328
49,cosine,5,5,10,0.3999999761581421,0.5999999642372131,1762981328
49,euclidean,5,5,10,0.19999998807907104,0.7999999523162842,1762981328
50,cosine,5,5,10,0.19999998807907104,0.7999999523162842,1762981328
50,euclidean,5,5,10,0.3999999761581421,0.5999999642372131,1762981328
51,cosine,5,5,10,0.19999998807907104,0.7999999523162842,1762981328
51,euclidean,5,5,10,0.3999999761581421,0.5999999642372131,1762981328
52,cosine,5,5,10,0.19999998807907104,0.5999999642372131,1762981328
52,euclidean,5,5,10,0.3999999761581421,0.5999999642372131,1762981328
53,cosine,5,5,10,0.19999998807907104,0.19999998807907104,1762981328
53,euclidean,5,5,10,0.3999999761581421,0.5999999642372131,1762981328
54,cosine,5,5,10,0.19999998807907104,0.19999998807907104,1762981328
54,euclidean,5,5,10,0.19999998807907104,0.19999998807907104,1762981328
55,cosine,5,5,10,0.3999999761581421,0.5999999642372131,1762981328
55,euclidean,5,5,10,0.3999999761581421,0.5999999642372131,1762981328
56,cosine,5,5,10,0.19999998807907104,0.5999999642372131,1762981328
56,euclidean,5,5,10,0.19999998807907104,0.19999998807907104,1762981328
57,cosine,5,5,10,0.19999998807907104,0.19999998807907104,1762981328
57,euclidean,5,5,10,0.3999999761581421,0.5999999642372131,1762981328
58,cosine,5,5,10,0.19999998807907104,0.3999999761581421,1762981328
58,euclidean,5,5,10,0.19999998807907104,0.5999999642372131,1762981329
59,cosine,5,5,10,0.3999999761581421,0.7999999523162842,1762981329
59,euclidean,5,5,10,0.19999998807907104,0.19999998807907104,1762981329
60,cosine,5,5,10,0.19999998807907104,0.5999999642372131,1762981329
60,euclidean,5,5,10,0.0,0.3999999761581421,1762981329
61,cosine,5,5,10,0.0,0.3999999761581421,1762981329
61,euclidean,5,5,10,0.19999998807907104,0.3999999761581421,1762981329
62,cosine,5,5,10,0.19999998807907104,0.5999999642372131,1762981329
62,euclidean,5,5,10,0.3999999761581421,1.0,1762981329
63,cosine,5,5,10,0.19999998807907104,0.5999999642372131,1762981329
63,euclidean,5,5,10,0.19999998807907104,0.5999999642372131,1762981329
64,cosine,5,5,10,0.3999999761581421,0.3999999761581421,1762981329
64,euclidean,5,5,10,0.3999999761581421,0.5999999642372131,1762981329
65,cosine,5,5,10,0.19999998807907104,0.3999999761581421,1762981329
65,euclidean,5,5,10,0.19999998807907104,0.3999999761581421,1762981329
66,cosine,5,5,10,0.19999998807907104,0.5999999642372131,1762981329
66,euclidean,5,5,10,0.19999998807907104,0.19999998807907104,1762981329
67,cosine,5,5,10,0.19999998807907104,0.5999999642372131,1762981329
67,euclidean,5,5,10,0.3999999761581421,0.5999999642372131,1762981329
68,cosine,5,5,10,0.19999998807907104,0.5999999642372131,1762981329
68,euclidean,5,5,10,0.3999999761581421,0.7999999523162842,1762981329
69,cosine,5,5,10,0.0,0.3999999761581421,1762981329
69,euclidean,5,5,10,0.19999998807907104,0.19999998807907104,1762981329
70,cosine,5,5,10,0.0,0.5999999642372131,1762981329
70,euclidean,5,5,10,0.19999998807907104,0.19999998807907104,1762981329
71,cosine,5,5,10,0.19999998807907104,0.5999999642372131,1762981329
71,euclidean,5,5,10,0.19999998807907104,0.7999999523162842,1762981329
72,cosine,5,5,10,0.0,0.3999999761581421,1762981329
72,euclidean,5,5,10,0.19999998807907104,0.5999999642372131,1762981329
73,cosine,5,5,10,0.19999998807907104,0.5999999642372131,1762981330
73,euclidean,5,5,10,0.3999999761581421,0.5999999642372131,1762981330
74,cosine,5,5,10,0.3999999761581421,0.7999999523162842,1762981330
74,euclidean,5,5,10,0.0,0.3999999761581421,1762981330
75,cosine,5,5,10,0.3999999761581421,0.7999999523162842,1762981330
75,euclidean,5,5,10,0.19999998807907104,0.5999999642372131,1762981330
76,cosine,5,5,10,0.0,0.5999999642372131,1762981330
76,euclidean,5,5,10,0.19999998807907104,0.19999998807907104,1762981330
77,cosine,5,5,10,0.3999999761581421,0.5999999642372131,1762981330
77,euclidean,5,5,10,0.3999999761581421,0.3999999761581421,1762981330
78,cosine,5,5,10,0.3999999761581421,0.5999999642372131,1762981330
78,euclidean,5,5,10,0.19999998807907104,0.19999998807907104,1762981330
79,cosine,5,5,10,0.0,0.3999999761581421,1762981330
79,euclidean,5,5,10,0.3999999761581421,0.3999999761581421,1762981330
80,cosine,5,5,10,0.0,0.3999999761581421,1762981330
80,euclidean,5,5,10,0.19999998807907104,0.19999998807907104,1762981330
81,cosine,5,5,10,0.19999998807907104,0.3999999761581421,1762981330
81,euclidean,5,5,10,0.19999998807907104,0.3999999761581421,1762981330
82,cosine,5,5,10,0.3999999761581421,0.3999999761581421,1762981330
82,euclidean,5,5,10,0.3999999761581421,0.5999999642372131,1762981330
83,cosine,5,5,10,0.0,0.5999999642372131,1762981330
83,euclidean,5,5,10,0.19999998807907104,0.5999999642372131,1762981330
84,cosine,5,5,10,0.19999998807907104,0.7999999523162842,1762981330
84,euclidean,5,5,10,0.19999998807907104,0.3999999761581421,1762981330
85,cosine,5,5,10,0.19999998807907104,0.5999999642372131,1762981330
85,euclidean,5,5,10,0.19999998807907104,0.5999999642372131,1762981330
86,cosine,5,5,10,0.19999998807907104,0.19999998807907104,1762981330
86,euclidean,5,5,10,0.3999999761581421,0.7999999523162842,1762981330
87,cosine,5,5,10,0.19999998807907104,0.3999999761581421,1762981330
87,euclidean,5,5,10,0.19999998807907104,0.5999999642372131,1762981330
88,cosine,5,5,10,0.3999999761581421,0.7999999523162842,1762981330
88,euclidean,5,5,10,0.3999999761581421,0.5999999642372131,1762981330
89,cosine,5,5,10,0.0,0.5999999642372131,1762981330
89,euclidean,5,5,10,0.3999999761581421,1.0,1762981331
90,cosine,5,5,10,0.19999998807907104,0.5999999642372131,1762981331
90,euclidean,5,5,10,0.19999998807907104,0.5999999642372131,1762981331
91,cosine,5,5,10,0.3999999761581421,0.5999999642372131,1762981331
91,euclidean,5,5,10,0.3999999761581421,0.5999999642372131,1762981331
92,cosine,5,5,10,0.0,0.19999998807907104,1762981331
92,euclidean,5,5,10,0.19999998807907104,0.5999999642372131,1762981331
93,cosine,5,5,10,0.19999998807907104,0.5999999642372131,1762981331
93,euclidean,5,5,10,0.19999998807907104,0.3999999761581421,1762981331
94,cosine,5,5,10,0.19999998807907104,0.19999998807907104,1762981331
94,euclidean,5,5,10,0.19999998807907104,0.3999999761581421,1762981331
95,cosine,5,5,10,0.19999998807907104,0.5999999642372131,1762981331
95,euclidean,5,5,10,0.3999999761581421,0.5999999642372131,1762981331
96,cosine,5,5,10,0.19999998807907104,0.5999999642372131,1762981331
96,euclidean,5,5,10,0.19999998807907104,0.5999999642372131,1762981331
97,cosine,5,5,10,0.3999999761581421,0.7999999523162842,1762981331
97,euclidean,5,5,10,0.19999998807907104,0.19999998807907104,1762981331
98,cosine,5,5,10,0.3999999761581421,0.3999999761581421,1762981331
98,euclidean,5,5,10,0.0,0.5999999642372131,1762981331
99,cosine,5,5,10,0.19999998807907104,0.19999998807907104,1762981331
99,euclidean,5,5,10,0.3999999761581421,0.7999999523162842,1762981331
100,cosine,5,5,10,0.0,0.19999998807907104,1762981331
100,euclidean,5,5,10,0.3999999761581421,0.7999999523162842,1762981331
101,cosine,5,5,10,0.19999998807907104,0.5999999642372131,1762981331
101,euclidean,5,5,10,0.0,0.7999999523162842,1762981331
102,cosine,5,5,10,0.3999999761581421,0.5999999642372131,1762981331
102,euclidean,5,5,10,0.19999998807907104,0.5999999642372131,1762981331
103,cosine,5,5,10,0.19999998807907104,0.19999998807907104,1762981331
103,euclidean,5,5,10,0.3999999761581421,0.7999999523162842,1762981331
104,cosine,5,5,10,0.0,0.5999999642372131,1762981331
104,euclidean,5,5,10,0.3999999761581421,0.7999999523162842,1762981331
105,cosine,5,5,10,0.3999999761581421,0.7999999523162842,1762981331
105,euclidean,5,5,10,0.19999998807907104,0.5999999642372131,1762981331
106,cosine,5,5,10,0.3999999761581421,0.5999999642372131,1762981332
106,euclidean,5,5,10,0.19999998807907104,0.3999999761581421,1762981332
107,cosine,5,5,10,0.0,0.3999999761581421,1762981332
107,euclidean,5,5,10,0.0,0.5999999642372131,1762981332
108,cosine,5,5,10,0.0,0.5999999642372131,1762981332
108,euclidean,5,5,10,0.3999999761581421,0.3999999761581421,1762981332
109,cosine,5,5,10,0.19999998807907104,0.7999999523162842,1762981332
109,euclidean,5,5,10,0.0,0.3999999761581421,1762981332
110,cosine,5,5,10,0.3999999761581421,0.5999999642372131,1762981332
110,euclidean,5,5,10,0.19999998807907104,0.5999999642372131,1762981332
111,cosine,5,5,10,0.3999999761581421,0.3999999761581421,1762981332
111,euclidean,5,5,10,0.19999998807907104,1.0,1762981332
112,cosine,5,5,10,0.19999998807907104,0.5999999642372131,1762981332
112,euclidean,5,5,10,0.3999999761581421,1.0,1762981332
113,cosine,5,5,10,0.0,0.5999999642372131,1762981332
113,euclidean,5,5,10,0.19999998807907104,0.19999998807907104,1762981332
114,cosine,5,5,10,0.19999998807907104,0.5999999642372131,1762981332
114,euclidean,5,5,10,0.19999998807907104,0.3999999761581421,1762981332
115,cosine,5,5,10,0.19999998807907104,0.5999999642372131,1762981332
115,euclidean,5,5,10,0.3999999761581421,0.7999999523162842,1762981332
116,cosine,5,5,10,0.0,0.5999999642372131,1762981332
116,euclidean,5,5,10,0.3999999761581421,0.3999999761581421,1762981332
117,cosine,5,5,10,0.0,0.7999999523162842,1762981332
117,euclidean,5,5,10,0.19999998807907104,0.5999999642372131,1762981332
118,cosine,5,5,10,0.19999998807907104,0.19999998807907104,1762981332
118,euclidean,5,5,10,0.19999998807907104,0.3999999761581421,1762981332
119,cosine,5,5,10,0.19999998807907104,0.3999999761581421,1762981332
119,euclidean,5,5,10,0.0,0.3999999761581421,1762981332
120,cosine,5,5,10,0.19999998807907104,0.3999999761581421,1762981332
120,euclidean,5,5,10,0.0,0.5999999642372131,1762981333
121,cosine,5,5,10,0.19999998807907104,0.19999998807907104,1762981333
121,euclidean,5,5,10,0.19999998807907104,0.19999998807907104,1762981333
122,cosine,5,5,10,0.19999998807907104,0.5999999642372131,1762981333
122,euclidean,5,5,10,0.3999999761581421,0.7999999523162842,1762981333
123,cosine,5,5,10,0.0,0.19999998807907104,1762981333
123,euclidean,5,5,10,0.19999998807907104,0.19999998807907104,1762981333
124,cosine,5,5,10,0.3999999761581421,0.5999999642372131,1762981333
124,euclidean,5,5,10,0.3999999761581421,0.3999999761581421,1762981333
125,cosine,5,5,10,0.3999999761581421,1.0,1762981333
125,euclidean,5,5,10,0.3999999761581421,0.5999999642372131,1762981333
126,cosine,5,5,10,0.19999998807907104,0.19999998807907104,1762981333
126,euclidean,5,5,10,0.19999998807907104,0.19999998807907104,1762981333
127,cosine,5,5,10,0.19999998807907104,0.7999999523162842,1762981333
127,euclidean,5,5,10,0.19999998807907104,0.3999999761581421,1762981333
128,cosine,5,5,10,0.19999998807907104,0.3999999761581421,1762981333
128,euclidean,5,5,10,0.19999998807907104,0.3999999761581421,1762981333
129,cosine,5,5,10,0.19999998807907104,0.3999999761581421,1762981333
129,euclidean,5,5,10,0.19999998807907104,0.7999999523162842,1762981333
130,cosine,5,5,10,0.0,0.3999999761581421,1762981333
130,euclidean,5,5,10,0.3999999761581421,0.5999999642372131,1762981333
131,cosine,5,5,10,0.3999999761581421,0.7999999523162842,1762981333
131,euclidean,5,5,10,0.19999998807907104,0.3999999761581421,1762981333
132,cosine,5,5,10,0.19999998807907104,0.5999999642372131,1762981333
132,euclidean,5,5,10,0.19999998807907104,0.3999999761581421,1762981333
133,cosine,5,5,10,0.3999999761581421,0.7999999523162842,1762981333
133,euclidean,5,5,10,0.19999998807907104,0.3999999761581421,1762981333
134,cosine,5,5,10,0.0,0.5999999642372131,1762981333
134,euclidean,5,5,10,0.3999999761581421,0.5999999642372131,1762981333
135,cosine,5,5,10,0.3999999761581421,0.5999999642372131,1762981333
135,euclidean,5,5,10,0.19999998807907104,0.19999998807907104,1762981333
136,cosine,5,5,10,0.0,0.3999999761581421,1762981333
136,euclidean,5,5,10,0.19999998807907104,0.5999999642372131,1762981334
137,cosine,5,5,10,0.0,0.5999999642372131,1762981334
137,euclidean,5,5,10,0.3999999761581421,0.7999999523162842,1762981334
138,cosine,5,5,10,0.3999999761581421,0.5999999642372131,1762981334
138,euclidean,5,5,10,0.3999999761581421,0.5999999642372131,1762981334
139,cosine,5,5,10,0.19999998807907104,0.19999998807907104,1762981334
139,euclidean,5,5,10,0.19999998807907104,0.5999999642372131,1762981334
140,cosine,5,5,10,0.3999999761581421,1.0,1762981334
140,euclidean,5,5,10,0.3999999761581421,0.7999999523162842,1762981334
141,cosine,5,5,10,0.3999999761581421,1.0,1762981334
141,euclidean,5,5,10,0.0,0.5999999642372131,1762981334
142,cosine,5,5,10,0.19999998807907104,0.3999999761581421,1762981334
142,euclidean,5,5,10,0.19999998807907104,0.19999998807907104,1762981334
143,cosine,5,5,10,0.0,0.3999999761581421,1762981334
143,euclidean,5,5,10,0.19999998807907104,0.19999998807907104,1762981334
144,cosine,5,5,10,0.0,0.5999999642372131,1762981334
144,euclidean,5,5,10,0.0,0.5999999642372131,1762981334
145,cosine,5,5,10,0.19999998807907104,0.3999999761581421,1762981334
145,euclidean,5,5,10,0.0,0.5999999642372131,1762981334
146,cosine,5,5,10,0.19999998807907104,0.5999999642372131,1762981334
146,euclidean,5,5,10,0.19999998807907104,0.19999998807907104,1762981334
147,cosine,5,5,10,0.0,0.3999999761581421,1762981334
147,euclidean,5,5,10,0.19999998807907104,0.3999999761581421,1762981334
148,cosine,5,5,10,0.19999998807907104,0.7999999523162842,1762981334
148,euclidean,5,5,10,0.19999998807907104,0.3999999761581421,1762981334
149,cosine,5,5,10,0.0,0.5999999642372131,1762981334
149,euclidean,5,5,10,0.19999998807907104,0.5999999642372131,1762981334
150,cosine,5,5,10,0.3999999761581421,0.5999999642372131,1762981334
150,euclidean,5,5,10,0.19999998807907104,0.19999998807907104,1762981334
